State,Week,Value
Arkansas,30/12/2016,1
Arkansas,06/01/2017,1
Arkansas,13/01/2017,1
Arkansas,20/01/2017,1
Arkansas,27/01/2017,0
Arkansas,03/02/2017,1
Arkansas,10/02/2017,1
Arkansas,17/02/2017,1
Arkansas,24/02/2017,1
Arkansas,03/03/2017,1
Arkansas,10/03/2017,1
Arkansas,17/03/2017,1
Arkansas,24/03/2017,1
Arkansas,31/03/2017,1
Arkansas,07/04/2017,1
Arkansas,13/04/2017,1
Arkansas,21/04/2017,1
Arkansas,28/04/2017,1
Arkansas,05/05/2017,1
Arkansas,12/05/2017,1
Arkansas,19/05/2017,1
Arkansas,26/05/2017,1
Arkansas,02/06/2017,1
Arkansas,09/06/2017,1
Arkansas,16/06/2017,1
Arkansas,23/06/2017,1
Arkansas,30/06/2017,1
Arkansas,07/07/2017,1
Arkansas,14/07/2017,1
Arkansas,21/07/2017,1
Arkansas,28/07/2017,1
Arkansas,04/08/2017,1
Arkansas,11/08/2017,1
Arkansas,18/08/2017,1
Arkansas,25/08/2017,1
Arkansas,01/09/2017,1
Arkansas,08/09/2017,0
Arkansas,15/09/2017,0
Arkansas,22/09/2017,0
Arkansas,29/09/2017,0
Arkansas,06/10/2017,0
Arkansas,13/10/2017,0
Arkansas,20/10/2017,0
Arkansas,27/10/2017,0
Arkansas,03/11/2017,0
Arkansas,10/11/2017,0
Arkansas,17/11/2017,0
Arkansas,22/11/2017,0
Arkansas,01/12/2017,0
Arkansas,08/12/2017,0
Arkansas,15/12/2017,0
Arkansas,22/12/2017,0
Arkansas,29/12/2017,0
Arkansas,05/01/2018,0
Arkansas,12/01/2018,0
Arkansas,19/01/2018,0
Arkansas,26/01/2018,0
Arkansas,02/02/2018,0
Arkansas,09/02/2018,0
Arkansas,16/02/2018,0
Arkansas,23/02/2018,0
Arkansas,02/03/2018,0
Arkansas,09/03/2018,0
Arkansas,16/03/2018,1
Arkansas,23/03/2018,1
Arkansas,29/03/2018,1
Arkansas,06/04/2018,1
Arkansas,13/04/2018,1
Arkansas,20/04/2018,1
Arkansas,27/04/2018,1
Arkansas,04/05/2018,1
Arkansas,11/05/2018,1
Arkansas,18/05/2018,1
Arkansas,25/05/2018,1
Arkansas,01/06/2018,1
Arkansas,08/06/2018,1
Arkansas,15/06/2018,1
Arkansas,22/06/2018,1
Arkansas,29/06/2018,1
Arkansas,06/07/2018,1
Arkansas,13/07/2018,1
Arkansas,20/07/2018,1
Arkansas,27/07/2018,1
Arkansas,03/08/2018,1
Arkansas,10/08/2018,0
Arkansas,17/08/2018,0
Arkansas,24/08/2018,0
Arkansas,31/08/2018,0
Arkansas,07/09/2018,0
Arkansas,14/09/2018,0
Arkansas,21/09/2018,0
Arkansas,28/09/2018,0
Arkansas,05/10/2018,0
Arkansas,12/10/2018,0
Arkansas,19/10/2018,0
Arkansas,26/10/2018,0
Arkansas,02/11/2018,0
Arkansas,09/11/2018,0
Arkansas,16/11/2018,0
Arkansas,21/11/2018,0
Arkansas,30/11/2018,0
Arkansas,07/12/2018,0
Arkansas,14/12/2018,0
Arkansas,21/12/2018,0
Arkansas,28/12/2018,0
Arkansas,04/01/2019,0
Arkansas,11/01/2019,0
Arkansas,18/01/2019,0
Arkansas,25/01/2019,0
Arkansas,01/02/2019,0
Arkansas,08/02/2019,0
Arkansas,15/02/2019,0
Arkansas,22/02/2019,0
Arkansas,01/03/2019,0
Arkansas,08/03/2019,0
Arkansas,15/03/2019,0
Arkansas,22/03/2019,0
Arkansas,29/03/2019,0
Arkansas,05/04/2019,0
Arkansas,12/04/2019,0
Arkansas,18/04/2019,0
Arkansas,26/04/2019,0
Arkansas,03/05/2019,0
Arkansas,10/05/2019,0
Arkansas,17/05/2019,0
Arkansas,24/05/2019,0
Arkansas,31/05/2019,0
Arkansas,07/06/2019,0
Arkansas,14/06/2019,0
Arkansas,21/06/2019,0
Arkansas,28/06/2019,0
Arkansas,03/07/2019,0
Arkansas,12/07/2019,0
Arkansas,19/07/2019,0
Arkansas,26/07/2019,0
Arkansas,02/08/2019,0
Arkansas,09/08/2019,0
Arkansas,16/08/2019,0
Arkansas,23/08/2019,0
Arkansas,30/08/2019,0
Arkansas,06/09/2019,0
Arkansas,13/09/2019,0
Arkansas,20/09/2019,0
Arkansas,27/09/2019,0
Arkansas,04/10/2019,0
Arkansas,11/10/2019,0
Arkansas,18/10/2019,0
Arkansas,25/10/2019,0
Arkansas,01/11/2019,0
Arkansas,08/11/2019,0
Arkansas,15/11/2019,0
Arkansas,22/11/2019,0
Arkansas,27/11/2019,0
Arkansas,06/12/2019,0
Arkansas,13/12/2019,0
Arkansas,20/12/2019,0
Arkansas,27/12/2019,0
Arkansas,03/01/2020,0
Arkansas,10/01/2020,0
Arkansas,17/01/2020,0
Arkansas,24/01/2020,0
Arkansas,31/01/2020,0
Arkansas,07/02/2020,0
Arkansas,14/02/2020,0
Arkansas,21/02/2020,0
Arkansas,28/02/2020,0
Arkansas,06/03/2020,0
Arkansas,13/03/2020,0
Arkansas,20/03/2020,0
California,07/01/2000,19
California,14/01/2000,19
California,21/01/2000,20
California,28/01/2000,20
California,04/02/2000,18
California,11/02/2000,21
California,18/02/2000,19
California,25/02/2000,22
California,03/03/2000,24
California,10/03/2000,22
California,17/03/2000,22
California,24/03/2000,22
California,31/03/2000,20
California,07/04/2000,20
California,14/04/2000,20
California,20/04/2000,23
California,28/04/2000,22
California,05/05/2000,24
California,12/05/2000,23
California,19/05/2000,24
California,26/05/2000,24
California,02/06/2000,25
California,09/06/2000,24
California,16/06/2000,23
California,23/06/2000,24
California,30/06/2000,26
California,07/07/2000,28
California,14/07/2000,28
California,21/07/2000,28
California,28/07/2000,28
California,04/08/2000,26
California,11/08/2000,28
California,18/08/2000,26
California,25/08/2000,25
California,01/09/2000,25
California,08/09/2000,22
California,15/09/2000,24
California,22/09/2000,23
California,29/09/2000,26
California,06/10/2000,26
California,13/10/2000,26
California,20/10/2000,28
California,27/10/2000,28
California,03/11/2000,29
California,10/11/2000,27
California,17/11/2000,26
California,22/11/2000,27
California,01/12/2000,26
California,08/12/2000,25
California,15/12/2000,26
California,21/12/2000,26
California,29/12/2000,28
California,05/01/2001,30
California,12/01/2001,28
California,19/01/2001,27
California,26/01/2001,26
California,02/02/2001,30
California,09/02/2001,30
California,16/02/2001,28
California,23/02/2001,28
California,02/03/2001,31
California,09/03/2001,32
California,16/03/2001,32
California,23/03/2001,30
California,30/03/2001,34
California,06/04/2001,33
California,12/04/2001,36
California,20/04/2001,39
California,27/04/2001,40
California,04/05/2001,41
California,11/05/2001,40
California,18/05/2001,41
California,25/05/2001,43
California,01/06/2001,43
California,08/06/2001,43
California,15/06/2001,42
California,22/06/2001,42
California,29/06/2001,42
California,06/07/2001,41
California,13/07/2001,44
California,20/07/2001,41
California,27/07/2001,43
California,03/08/2001,42
California,10/08/2001,44
California,17/08/2001,43
California,24/08/2001,41
California,31/08/2001,40
California,07/09/2001,41
California,14/09/2001,41
California,21/09/2001,39
California,28/09/2001,37
California,05/10/2001,36
California,12/10/2001,36
California,19/10/2001,34
California,26/10/2001,31
California,02/11/2001,36
California,09/11/2001,37
California,16/11/2001,36
California,21/11/2001,38
California,30/11/2001,35
California,07/12/2001,31
California,14/12/2001,32
California,21/12/2001,31
California,28/12/2001,31
California,04/01/2002,30
California,11/01/2002,27
California,18/01/2002,26
California,25/01/2002,25
California,01/02/2002,26
California,08/02/2002,26
California,15/02/2002,20
California,22/02/2002,20
California,01/03/2002,20
California,08/03/2002,21
California,15/03/2002,22
California,22/03/2002,22
California,28/03/2002,23
California,05/04/2002,20
California,12/04/2002,21
California,19/04/2002,23
California,26/04/2002,22
California,03/05/2002,23
California,10/05/2002,26
California,17/05/2002,26
California,24/05/2002,26
California,31/05/2002,27
California,07/06/2002,27
California,14/06/2002,23
California,21/06/2002,22
California,28/06/2002,22
California,03/07/2002,23
California,12/07/2002,24
California,19/07/2002,23
California,26/07/2002,22
California,02/08/2002,22
California,09/08/2002,19
California,16/08/2002,20
California,23/08/2002,18
California,30/08/2002,19
California,06/09/2002,20
California,13/09/2002,20
California,20/09/2002,16
California,27/09/2002,19
California,04/10/2002,20
California,11/10/2002,20
California,18/10/2002,19
California,25/10/2002,21
California,01/11/2002,22
California,08/11/2002,23
California,15/11/2002,25
California,22/11/2002,22
California,27/11/2002,22
California,06/12/2002,23
California,13/12/2002,22
California,20/12/2002,19
California,27/12/2002,19
California,03/01/2003,19
California,10/01/2003,17
California,17/01/2003,16
California,24/01/2003,15
California,31/01/2003,18
California,07/02/2003,16
California,14/02/2003,16
California,21/02/2003,19
California,28/02/2003,19
California,07/03/2003,18
California,14/03/2003,18
California,21/03/2003,19
California,28/03/2003,19
California,04/04/2003,20
California,11/04/2003,15
California,17/04/2003,18
California,25/04/2003,17
California,02/05/2003,18
California,09/05/2003,19
California,16/05/2003,19
California,23/05/2003,15
California,30/05/2003,17
California,06/06/2003,21
California,13/06/2003,22
California,20/06/2003,20
California,27/06/2003,23
California,03/07/2003,24
California,11/07/2003,23
California,18/07/2003,21
California,25/07/2003,22
California,01/08/2003,22
California,08/08/2003,23
California,15/08/2003,25
California,22/08/2003,24
California,29/08/2003,24
California,05/09/2003,23
California,12/09/2003,22
California,19/09/2003,24
California,26/09/2003,26
California,03/10/2003,25
California,10/10/2003,27
California,17/10/2003,25
California,24/10/2003,26
California,31/10/2003,26
California,07/11/2003,27
California,14/11/2003,23
California,21/11/2003,25
California,26/11/2003,26
California,05/12/2003,25
California,12/12/2003,22
California,19/12/2003,23
California,23/12/2003,23
California,31/12/2003,26
California,09/01/2004,25
California,16/01/2004,26
California,23/01/2004,18
California,30/01/2004,17
California,06/02/2004,20
California,13/02/2004,20
California,20/02/2004,20
California,27/02/2004,18
California,05/03/2004,19
California,12/03/2004,19
California,19/03/2004,19
California,26/03/2004,22
California,02/04/2004,23
California,08/04/2004,24
California,16/04/2004,24
California,23/04/2004,26
California,30/04/2004,26
California,07/05/2004,26
California,14/05/2004,26
California,21/05/2004,23
California,28/05/2004,21
California,04/06/2004,22
California,11/06/2004,25
California,18/06/2004,23
California,25/06/2004,24
California,02/07/2004,25
California,09/07/2004,28
California,16/07/2004,27
California,23/07/2004,25
California,30/07/2004,25
California,06/08/2004,25
California,13/08/2004,25
California,20/08/2004,25
California,27/08/2004,25
California,03/09/2004,25
California,10/09/2004,25
California,17/09/2004,23
California,24/09/2004,23
California,01/10/2004,24
California,08/10/2004,25
California,15/10/2004,27
California,22/10/2004,25
California,29/10/2004,26
California,05/11/2004,26
California,12/11/2004,26
California,19/11/2004,26
California,24/11/2004,22
California,03/12/2004,25
California,10/12/2004,27
California,17/12/2004,25
California,23/12/2004,27
California,31/12/2004,27
California,07/01/2005,27
California,14/01/2005,26
California,21/01/2005,23
California,28/01/2005,25
California,04/02/2005,24
California,11/02/2005,30
California,18/02/2005,27
California,25/02/2005,26
California,04/03/2005,28
California,11/03/2005,27
California,18/03/2005,26
California,24/03/2005,25
California,01/04/2005,25
California,08/04/2005,24
California,15/04/2005,31
California,22/04/2005,30
California,29/04/2005,30
California,06/05/2005,26
California,13/05/2005,26
California,20/05/2005,27
California,27/05/2005,23
California,03/06/2005,24
California,10/06/2005,24
California,17/06/2005,23
California,24/06/2005,26
California,01/07/2005,26
California,08/07/2005,24
California,15/07/2005,23
California,22/07/2005,27
California,29/07/2005,25
California,05/08/2005,29
California,12/08/2005,26
California,19/08/2005,27
California,26/08/2005,28
California,02/09/2005,27
California,09/09/2005,24
California,16/09/2005,27
California,23/09/2005,29
California,30/09/2005,32
California,07/10/2005,25
California,14/10/2005,27
California,21/10/2005,24
California,28/10/2005,31
California,04/11/2005,31
California,11/11/2005,33
California,18/11/2005,30
California,23/11/2005,30
California,02/12/2005,30
California,09/12/2005,32
California,16/12/2005,31
California,22/12/2005,33
California,30/12/2005,32
California,06/01/2006,33
California,13/01/2006,33
California,20/01/2006,32
California,27/01/2006,32
California,03/02/2006,33
California,10/02/2006,33
California,17/02/2006,30
California,24/02/2006,30
California,03/03/2006,32
California,10/03/2006,32
California,17/03/2006,37
California,24/03/2006,37
California,31/03/2006,36
California,07/04/2006,35
California,13/04/2006,33
California,21/04/2006,30
California,28/04/2006,34
California,05/05/2006,32
California,12/05/2006,33
California,19/05/2006,36
California,26/05/2006,34
California,02/06/2006,34
California,09/06/2006,29
California,16/06/2006,35
California,23/06/2006,34
California,30/06/2006,34
California,07/07/2006,34
California,14/07/2006,30
California,21/07/2006,32
California,28/07/2006,33
California,04/08/2006,34
California,11/08/2006,34
California,18/08/2006,35
California,25/08/2006,30
California,01/09/2006,32
California,08/09/2006,31
California,15/09/2006,29
California,22/09/2006,33
California,29/09/2006,34
California,06/10/2006,35
California,13/10/2006,33
California,20/10/2006,34
California,27/10/2006,34
California,03/11/2006,33
California,10/11/2006,37
California,17/11/2006,35
California,22/11/2006,36
California,01/12/2006,36
California,08/12/2006,34
California,15/12/2006,33
California,22/12/2006,33
California,29/12/2006,34
California,05/01/2007,34
California,12/01/2007,35
California,19/01/2007,34
California,26/01/2007,33
California,02/02/2007,33
California,09/02/2007,32
California,16/02/2007,34
California,23/02/2007,32
California,02/03/2007,31
California,09/03/2007,31
California,16/03/2007,30
California,23/03/2007,31
California,30/03/2007,32
California,06/04/2007,32
California,13/04/2007,32
California,20/04/2007,35
California,27/04/2007,33
California,04/05/2007,33
California,11/05/2007,33
California,18/05/2007,32
California,25/05/2007,32
California,01/06/2007,31
California,08/06/2007,32
California,15/06/2007,32
California,22/06/2007,33
California,29/06/2007,39
California,06/07/2007,35
California,13/07/2007,38
California,20/07/2007,38
California,27/07/2007,37
California,03/08/2007,36
California,10/08/2007,36
California,17/08/2007,38
California,24/08/2007,37
California,31/08/2007,36
California,07/09/2007,36
California,14/09/2007,37
California,21/09/2007,36
California,28/09/2007,34
California,05/10/2007,38
California,12/10/2007,41
California,19/10/2007,42
California,26/10/2007,42
California,02/11/2007,42
California,09/11/2007,39
California,16/11/2007,41
California,21/11/2007,40
California,30/11/2007,40
California,07/12/2007,38
California,14/12/2007,39
California,21/12/2007,37
California,28/12/2007,35
California,04/01/2008,43
California,11/01/2008,42
California,18/01/2008,41
California,25/01/2008,37
California,01/02/2008,34
California,08/02/2008,33
California,15/02/2008,32
California,22/02/2008,33
California,29/02/2008,35
California,07/03/2008,35
California,14/03/2008,34
California,21/03/2008,35
California,28/03/2008,35
California,04/04/2008,34
California,11/04/2008,36
California,18/04/2008,39
California,25/04/2008,37
California,02/05/2008,36
California,09/05/2008,40
California,16/05/2008,42
California,23/05/2008,44
California,30/05/2008,43
California,06/06/2008,43
California,13/06/2008,42
California,20/06/2008,43
California,27/06/2008,43
California,04/07/2008,43
California,11/07/2008,42
California,18/07/2008,43
California,25/07/2008,44
California,01/08/2008,43
California,08/08/2008,45
California,15/08/2008,45
California,22/08/2008,51
California,29/08/2008,51
California,05/09/2008,50
California,12/09/2008,47
California,19/09/2008,47
California,26/09/2008,47
California,03/10/2008,45
California,10/10/2008,45
California,17/10/2008,45
California,24/10/2008,48
California,31/10/2008,45
California,07/11/2008,46
California,14/11/2008,46
California,21/11/2008,42
California,26/11/2008,40
California,05/12/2008,40
California,12/12/2008,38
California,19/12/2008,38
California,26/12/2008,37
California,02/01/2009,36
California,09/01/2009,35
California,16/01/2009,35
California,23/01/2009,30
California,30/01/2009,25
California,06/02/2009,27
California,13/02/2009,22
California,20/02/2009,24
California,27/02/2009,24
California,06/03/2009,24
California,13/03/2009,23
California,20/03/2009,19
California,27/03/2009,22
California,03/04/2009,21
California,09/04/2009,19
California,17/04/2009,19
California,24/04/2009,18
California,01/05/2009,17
California,08/05/2009,21
California,15/05/2009,20
California,22/05/2009,21
California,29/05/2009,20
California,05/06/2009,21
California,12/06/2009,21
California,19/06/2009,24
California,26/06/2009,22
California,02/07/2009,23
California,10/07/2009,20
California,11/07/2009,20
California,24/07/2009,19
California,31/07/2009,21
California,07/08/2009,20
California,14/08/2009,20
California,21/08/2009,23
California,28/08/2009,22
California,04/09/2009,20
California,11/09/2009,20
California,18/09/2009,20
California,25/09/2009,21
California,02/10/2009,21
California,09/10/2009,22
California,16/10/2009,22
California,23/10/2009,23
California,30/10/2009,22
California,06/11/2009,24
California,13/11/2009,25
California,20/11/2009,24
California,25/11/2009,24
California,04/12/2009,25
California,11/12/2009,26
California,18/12/2009,26
California,23/12/2009,25
California,31/12/2009,26
California,08/01/2010,26
California,15/01/2010,25
California,22/01/2010,24
California,29/01/2010,24
California,05/02/2010,24
California,12/02/2010,25
California,19/02/2010,25
California,26/02/2010,26
California,05/03/2010,25
California,12/03/2010,25
California,19/03/2010,28
California,26/03/2010,28
California,01/04/2010,29
California,09/04/2010,30
California,16/04/2010,30
California,23/04/2010,31
California,30/04/2010,31
California,07/05/2010,30
California,14/05/2010,31
California,21/05/2010,31
California,28/05/2010,33
California,04/06/2010,34
California,11/06/2010,33
California,18/06/2010,36
California,25/06/2010,36
California,02/07/2010,35
California,09/07/2010,35
California,16/07/2010,37
California,23/07/2010,38
California,30/07/2010,40
California,06/08/2010,37
California,13/08/2010,35
California,20/08/2010,35
California,27/08/2010,35
California,03/09/2010,36
California,10/09/2010,36
California,17/09/2010,32
California,24/09/2010,34
California,01/10/2010,35
California,08/10/2010,33
California,15/10/2010,34
California,22/10/2010,35
California,29/10/2010,36
California,05/11/2010,37
California,12/11/2010,36
California,19/11/2010,36
California,24/11/2010,35
California,03/12/2010,34
California,10/12/2010,36
California,17/12/2010,35
California,22/12/2010,38
California,30/12/2010,38
California,07/01/2011,38
California,14/01/2011,39
California,21/01/2011,41
California,28/01/2011,40
California,04/02/2011,38
California,11/02/2011,38
California,18/02/2011,38
California,25/02/2011,38
California,04/03/2011,40
California,11/03/2011,41
California,18/03/2011,41
California,25/03/2011,42
California,01/04/2011,41
California,08/04/2011,41
California,15/04/2011,41
California,21/04/2011,41
California,29/04/2011,41
California,06/05/2011,41
California,13/05/2011,41
California,20/05/2011,45
California,27/05/2011,44
California,03/06/2011,44
California,10/06/2011,43
California,17/06/2011,43
California,24/06/2011,44
California,01/07/2011,46
California,08/07/2011,45
California,15/07/2011,47
California,22/07/2011,46
California,29/07/2011,45
California,05/08/2011,46
California,12/08/2011,49
California,19/08/2011,49
California,26/08/2011,49
California,02/09/2011,48
California,09/09/2011,48
California,16/09/2011,53
California,23/09/2011,53
California,30/09/2011,52
California,07/10/2011,49
California,14/10/2011,50
California,21/10/2011,50
California,28/10/2011,50
California,04/11/2011,46
California,11/11/2011,46
California,18/11/2011,44
California,25/11/2011,48
California,02/12/2011,48
California,09/12/2011,51
California,16/12/2011,50
California,22/12/2011,50
California,29/12/2011,50
California,06/01/2012,47
California,13/01/2012,47
California,20/01/2012,46
California,27/01/2012,45
California,03/02/2012,44
California,10/02/2012,43
California,17/02/2012,43
California,24/02/2012,43
California,02/03/2012,44
California,09/03/2012,44
California,16/03/2012,44
California,23/03/2012,45
California,30/03/2012,45
California,05/04/2012,45
California,13/04/2012,45
California,20/04/2012,45
California,27/04/2012,43
California,04/05/2012,45
California,11/05/2012,47
California,18/05/2012,49
California,25/05/2012,50
California,01/06/2012,51
California,08/06/2012,53
California,15/06/2012,55
California,22/06/2012,56
California,29/06/2012,55
California,06/07/2012,55
California,13/07/2012,54
California,20/07/2012,54
California,27/07/2012,56
California,03/08/2012,55
California,10/08/2012,55
California,17/08/2012,54
California,24/08/2012,48
California,31/08/2012,46
California,07/09/2012,46
California,14/09/2012,42
California,21/09/2012,37
California,28/09/2012,36
California,05/10/2012,38
California,12/10/2012,35
California,19/10/2012,35
California,26/10/2012,35
California,02/11/2012,33
California,09/11/2012,33
California,16/11/2012,34
California,21/11/2012,31
California,30/11/2012,31
California,07/12/2012,31
California,14/12/2012,31
California,21/12/2012,32
California,28/12/2012,30
California,04/01/2013,30
California,11/01/2013,31
California,18/01/2013,31
California,25/01/2013,31
California,01/02/2013,34
California,08/02/2013,34
California,15/02/2013,34
California,22/02/2013,34
California,01/03/2013,34
California,08/03/2013,39
California,15/03/2013,39
California,22/03/2013,39
California,28/03/2013,39
California,05/04/2013,39
California,12/04/2013,39
California,19/04/2013,41
California,26/04/2013,41
California,03/05/2013,41
California,10/05/2013,41
California,17/05/2013,41
California,24/05/2013,41
California,31/05/2013,41
California,07/06/2013,37
California,14/06/2013,38
California,21/06/2013,37
California,28/06/2013,39
California,03/07/2013,40
California,12/07/2013,40
California,19/07/2013,41
California,26/07/2013,42
California,02/08/2013,42
California,09/08/2013,38
California,16/08/2013,42
California,23/08/2013,37
California,30/08/2013,38
California,06/09/2013,35
California,13/09/2013,36
California,20/09/2013,40
California,27/09/2013,40
California,04/10/2013,42
California,11/10/2013,40
California,18/10/2013,40
California,25/10/2013,42
California,01/11/2013,42
California,08/11/2013,42
California,15/11/2013,42
California,22/11/2013,37
California,27/11/2013,35
California,06/12/2013,37
California,13/12/2013,36
California,20/12/2013,35
California,27/12/2013,35
California,03/01/2014,34
California,10/01/2014,34
California,17/01/2014,34
California,24/01/2014,31
California,31/01/2014,31
California,07/02/2014,31
California,14/02/2014,36
California,21/02/2014,36
California,28/02/2014,36
California,07/03/2014,41
California,14/03/2014,40
California,21/03/2014,43
California,28/03/2014,39
California,04/04/2014,38
California,11/04/2014,41
California,17/04/2014,40
California,25/04/2014,41
California,02/05/2014,39
California,09/05/2014,40
California,16/05/2014,48
California,23/05/2014,48
California,30/05/2014,49
California,06/06/2014,48
California,13/06/2014,47
California,20/06/2014,47
California,27/06/2014,48
California,03/07/2014,45
California,11/07/2014,44
California,18/07/2014,42
California,25/07/2014,46
California,01/08/2014,41
California,08/08/2014,48
California,15/08/2014,47
California,22/08/2014,46
California,29/08/2014,46
California,05/09/2014,46
California,12/09/2014,45
California,19/09/2014,46
California,26/09/2014,45
California,03/10/2014,46
California,10/10/2014,45
California,17/10/2014,44
California,24/10/2014,46
California,31/10/2014,46
California,07/11/2014,46
California,14/11/2014,47
California,21/11/2014,47
California,26/11/2014,42
California,05/12/2014,43
California,12/12/2014,45
California,19/12/2014,45
California,26/12/2014,28
California,02/01/2015,22
California,09/01/2015,22
California,16/01/2015,18
California,23/01/2015,15
California,30/01/2015,16
California,06/02/2015,16
California,13/02/2015,16
California,20/02/2015,15
California,27/02/2015,15
California,06/03/2015,14
California,13/03/2015,14
California,20/03/2015,15
California,27/03/2015,13
California,02/04/2015,15
California,10/04/2015,15
California,17/04/2015,13
California,24/04/2015,14
California,01/05/2015,14
California,08/05/2015,13
California,15/05/2015,13
California,22/05/2015,13
California,29/05/2015,10
California,05/06/2015,11
California,12/06/2015,11
California,19/06/2015,11
California,26/06/2015,11
California,02/07/2015,11
California,10/07/2015,12
California,17/07/2015,11
California,24/07/2015,11
California,31/07/2015,11
California,07/08/2015,12
California,14/08/2015,12
California,21/08/2015,13
California,28/08/2015,13
California,04/09/2015,14
California,11/09/2015,14
California,18/09/2015,14
California,25/09/2015,14
California,02/10/2015,13
California,09/10/2015,13
California,16/10/2015,14
California,23/10/2015,14
California,30/10/2015,14
California,06/11/2015,12
California,13/11/2015,10
California,20/11/2015,10
California,25/11/2015,9
California,04/12/2015,9
California,11/12/2015,9
California,18/12/2015,9
California,23/12/2015,9
California,31/12/2015,7
California,08/01/2016,7
California,15/01/2016,8
California,22/01/2016,7
California,29/01/2016,7
California,05/02/2016,7
California,12/02/2016,8
California,19/02/2016,8
California,26/02/2016,6
California,04/03/2016,6
California,11/03/2016,7
California,18/03/2016,7
California,24/03/2016,7
California,01/04/2016,5
California,08/04/2016,4
California,15/04/2016,4
California,22/04/2016,4
California,29/04/2016,4
California,06/05/2016,4
California,13/05/2016,5
California,20/05/2016,5
California,27/05/2016,5
California,03/06/2016,5
California,10/06/2016,5
California,17/06/2016,5
California,24/06/2016,5
California,01/07/2016,5
California,08/07/2016,5
California,15/07/2016,5
California,22/07/2016,7
California,29/07/2016,7
California,05/08/2016,6
California,12/08/2016,5
California,19/08/2016,5
California,26/08/2016,5
California,02/09/2016,5
California,09/09/2016,5
California,16/09/2016,5
California,23/09/2016,6
California,30/09/2016,6
California,07/10/2016,6
California,14/10/2016,6
California,21/10/2016,6
California,28/10/2016,6
California,04/11/2016,6
California,11/11/2016,6
California,18/11/2016,6
California,23/11/2016,6
California,02/12/2016,6
California,09/12/2016,6
California,16/12/2016,6
California,23/12/2016,6
California,30/12/2016,6
California,06/01/2017,6
California,13/01/2017,6
California,20/01/2017,6
California,27/01/2017,6
California,03/02/2017,6
California,10/02/2017,6
California,17/02/2017,6
California,24/02/2017,6
California,03/03/2017,6
California,10/03/2017,7
California,17/03/2017,7
California,24/03/2017,8
California,31/03/2017,8
California,07/04/2017,8
California,13/04/2017,9
California,21/04/2017,9
California,28/04/2017,9
California,05/05/2017,9
California,12/05/2017,9
California,19/05/2017,9
California,26/05/2017,9
California,02/06/2017,9
California,09/06/2017,9
California,16/06/2017,10
California,23/06/2017,11
California,30/06/2017,11
California,07/07/2017,11
California,14/07/2017,11
California,21/07/2017,13
California,28/07/2017,13
California,04/08/2017,13
California,11/08/2017,14
California,18/08/2017,16
California,25/08/2017,16
California,01/09/2017,16
California,08/09/2017,16
California,15/09/2017,16
California,22/09/2017,16
California,29/09/2017,16
California,06/10/2017,16
California,13/10/2017,14
California,20/10/2017,14
California,27/10/2017,14
California,03/11/2017,14
California,10/11/2017,14
California,17/11/2017,14
California,22/11/2017,14
California,01/12/2017,14
California,08/12/2017,14
California,15/12/2017,14
California,22/12/2017,14
California,29/12/2017,14
California,05/01/2018,14
California,12/01/2018,14
California,19/01/2018,14
California,26/01/2018,14
California,02/02/2018,14
California,09/02/2018,14
California,16/02/2018,14
California,23/02/2018,14
California,02/03/2018,14
California,09/03/2018,14
California,16/03/2018,14
California,23/03/2018,14
California,29/03/2018,14
California,06/04/2018,14
California,13/04/2018,14
California,20/04/2018,14
California,27/04/2018,15
California,04/05/2018,15
California,11/05/2018,15
California,18/05/2018,15
California,25/05/2018,15
California,01/06/2018,15
California,08/06/2018,15
California,15/06/2018,15
California,22/06/2018,15
California,29/06/2018,16
California,06/07/2018,16
California,13/07/2018,15
California,20/07/2018,15
California,27/07/2018,15
California,03/08/2018,15
California,10/08/2018,16
California,17/08/2018,16
California,24/08/2018,15
California,31/08/2018,15
California,07/09/2018,15
California,14/09/2018,15
California,21/09/2018,15
California,28/09/2018,13
California,05/10/2018,13
California,12/10/2018,13
California,19/10/2018,15
California,26/10/2018,15
California,02/11/2018,15
California,09/11/2018,15
California,16/11/2018,15
California,21/11/2018,15
California,30/11/2018,15
California,07/12/2018,15
California,14/12/2018,15
California,21/12/2018,15
California,28/12/2018,15
California,04/01/2019,10
California,11/01/2019,10
California,18/01/2019,7
California,25/01/2019,6
California,01/02/2019,6
California,08/02/2019,10
California,15/02/2019,11
California,22/02/2019,12
California,01/03/2019,15
California,08/03/2019,15
California,15/03/2019,15
California,22/03/2019,15
California,29/03/2019,13
California,05/04/2019,13
California,12/04/2019,13
California,18/04/2019,13
California,26/04/2019,12
California,03/05/2019,12
California,10/05/2019,15
California,17/05/2019,15
California,24/05/2019,18
California,31/05/2019,18
California,07/06/2019,18
California,14/06/2019,18
California,21/06/2019,18
California,28/06/2019,18
California,03/07/2019,18
California,12/07/2019,17
California,19/07/2019,17
California,26/07/2019,18
California,02/08/2019,18
California,09/08/2019,18
California,16/08/2019,18
California,23/08/2019,18
California,30/08/2019,18
California,06/09/2019,18
California,13/09/2019,17
California,20/09/2019,15
California,27/09/2019,15
California,04/10/2019,14
California,11/10/2019,14
California,18/10/2019,14
California,25/10/2019,14
California,01/11/2019,14
California,08/11/2019,15
California,15/11/2019,15
California,22/11/2019,15
California,27/11/2019,15
California,06/12/2019,15
California,13/12/2019,15
